epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1162,1.12881,1.48077,1.46784,0.87419,0.82101,0.91011,0.54283,1.18846,2.0317,1.91613,0.000659722,0.000659722,0.000659722
2,2291.45,1.04176,0.99522,1.36159,0.96519,0.94813,0.98355,0.66881,1.10409,1.15371,1.6547,0.000669826,0.000669826,0.000669826
